Id,Code,Name,NameLong,Description,Lat,Long,Cbseg,Datum,CityCounty,Fips,Huc12,Huc6Name,State,Tidal,WaterBody,Comments,Status,CreatedBy,CreatedDate,ModifiedBy,ModifiedDate,StationSamplingMethodId
1125,VSOS.Blackwater-Riverbend,Blackwater-Riverbend,,"located at 1634 Riverbend Drive, Rocky Mount",37.039573,-79.859081,,NAD83,,,,,,FALSE,,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:08.107Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:08.107Z,,Virginia Save Our Streams
1126,VSOS.BR3 - LWC26,BR3 - LWC26,,Just north of RT 7 and just south of Loudoun Police Training Academy,39.05186,-77.432477,,NAD83,Loudoun County,51107,020700080903,,Virginia,FALSE,Beaverdam Run-Broad Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:08.217Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:08.217Z,,Virginia Save Our Streams
1127,VSOS.Broad Run-Dawkins Branch-15-PL34-DB1,Broad Run-Dawkins Branch-15-PL34-DB1,,Site is about 40ft downstream; left of bridge from Victory Elementary School down the Public play ground trail.,38.7541,-77.5564,,NAD83,Prince William County,51153,020700100504,,Virginia,FALSE,Rocky Branch-Broad Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:08.327Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:08.327Z,,Virginia Save Our Streams
1128,VSOS.buffalo creek - kygers hill,buffalo creek - kygers hill,,this is a new site Buffalo Creek at Kyger's hill37 degrees 45' 02.88"" N79 degrees 33' 22.16"",37.750806,-79.556111,,NAD83,Rockbridge County,51163,020802020505,,Virginia,FALSE,Buffalo Creek,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:08.437Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:08.437Z,,Virginia Save Our Streams
1129,VSOS.C-5,C-5,,Rt 644,38.526389,-78.172222,,NAD83,Rappahannock County,51157,020801030402,,Virginia,FALSE,Sams Run-Hazel River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:08.657Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:08.657Z,,Virginia Save Our Streams
1130,VSOS.CC-02,CC-02,,NULL,38.231162,-78.570352,,NAD83,Albemarle County,51003,020802040301,,Virginia,FALSE,Lynch River-North Fork Rivanna River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:08.813Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:08.813Z,,Virginia Save Our Streams
1131,VSOS.Cedar Grove Branch @ Maury River,Cedar Grove Branch @ Maury River,,On Cedar Grove Branch immediately upstream of the confluence with the Maury River.,37.8827,-79.3858,,NAD83,Rockbridge County,51163,020802020301,,Virginia,FALSE,Alone Mill Creek-Maury River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:08.907Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:08.907Z,,Virginia Save Our Streams
1132,VSOS.Cedar Run-15-PL38-Ced-R1,Cedar Run-15-PL38-Ced-R1,,"Stream is at the west end in the Evergreen Acres farm private property, closest to the power lines in the Fauquier county. Site is the cut bank meandering area where stream course starts changing to flow back into Prince William County.",38.63292,-77.58835,,NAD83,Fauquier County,51061,020700100604,,Virginia,FALSE,Walnut Branch-Cedar Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.03Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.03Z,,Virginia Save Our Streams
1133,VSOS.Colvin Run - 09-PL22-Col-DR35,Colvin Run - 09-PL22-Col-DR35,,In Lake Fairfax Park just downstream of the Lake's dam outflow,38.964,-77.3149,,NAD83,Fairfax County,51059,020700081004,,Virginia,FALSE,Difficult Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.14Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.14Z,,Virginia Save Our Streams
1134,VSOS.CpR 13-JU30-Cow-CpR 59.8 Scotchtown Draft,CpR 13-JU30-Cow-CpR 59.8 Scotchtown Draft,,NULL,38.15289,-79.5978,,NAD83,Bath County,51017,020802010701,,Virginia,FALSE,Scotchtown Draft-Cowpasture River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.25Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.25Z,,Virginia Save Our Streams
1135,VSOS.CR1,CR1,,"where Cub Run crosses Route 29 (Lee Highway) in Centreville. Taking stream valley trail north/upstream from Rt. 29, site is at first place trail crosses stream.  (Blythe Merritt's site)",38.834722,-77.465278,,NAD83,Fairfax County,51059,020700100704,,Virginia,FALSE,Cub Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.343Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.343Z,,Virginia Save Our Streams
1136,VSOS.Crooked Run Site 10,Crooked Run Site 10,,Drive north on Rt. 17 towards Paris. Turn left on Peter Swartz Drive. Sample downstream from bridge.,38.94694,-77.93806,,NAD83,Fauquier County,51061,020700080502,,Virginia,FALSE,Crooked Run-Goose Creek,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.453Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.453Z,,Virginia Save Our Streams
1137,VSOS.Deweys Creek-16-PL52-OCQ1,Deweys Creek-16-PL52-OCQ1,,Site is along Wayside Drive off of Route 1. It's about 500ft downstream from the electrical powerhouse.,38.57011,-77.29153,,NAD83,Prince William County,51153,020700110104,,Virginia,TRUE,Quantico Creek,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.61Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.61Z,,Virginia Save Our Streams
1138,VSOS.Difficult Run-09-PL22-Dif-Difficult Run-DR38,Difficult Run-09-PL22-Dif-Difficult Run-DR38,,"At the trail head and park entrance off of Georgetown Pike, next to Great Falls National Park",38.9781,-77.2493,,NAD83,Fairfax County,51059,020700081004,,Virginia,FALSE,Difficult Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.813Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.813Z,,Virginia Save Our Streams
1139,VSOS.DR04,DR04,,in Fox Mill District Park,38.911041,-77.35944,,NAD83,Fairfax County,51059,020700081004,,Virginia,FALSE,Difficult Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.907Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:09.907Z,,Virginia Save Our Streams
1140,VSOS.DR12,DR12,,at intersection of Foxstone Drive and Ridge Lane,38.919046,-77.263274,,NAD83,Fairfax County,51059,020700081004,,Virginia,FALSE,Difficult Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.017Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.017Z,,Virginia Save Our Streams
1141,VSOS.DR25,DR25,,"Site is located in Difficult Run Stream Valley Park, across from Blenheim, downstream from DR 26.  Park is located parallel to Miller Heights Road.",38.8308,-77.1952,,NAD83,Fairfax County,51059,020700100302,,Virginia,FALSE,Cameron Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.14Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.14Z,,Virginia Save Our Streams
1142,VSOS.DRB-4,DRB-4,,"This stream is part of the Dan River Basin Associations ongoing Citizen Water Quality Monitoring program in Danville, VA. Please contact afarinelli@danriver.org for more info.",36.5528,-79.40971,,NAD83,,,,,,FALSE,,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.187Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.187Z,,Virginia Save Our Streams
1143,VSOS.DRB-6,DRB-6,,"This stream is part of the Dan River Basin Associations ongoing Citizen Water Quality Monitoring program in Danville, VA. Please contact afarinelli@danriver.org for more info.",36.55912,-79.42932,,NAD83,,,,,,FALSE,,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.25Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.25Z,,Virginia Save Our Streams
1144,VSOS.F-1,F-1,,"Intersection of 681 & 678, upst from bridge",38.72,-77.909167,,NAD83,Fauquier County,51061,020801030202,,Virginia,FALSE,Carter Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.343Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.343Z,,Virginia Save Our Streams
1145,VSOS.F-14,F-14,,DEQ test site at 770 off of Thumb Run road (736),38.76302,-77.98058,,NAD83,Fauquier County,51061,020801030104,,Virginia,FALSE,Thumb Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.453Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.453Z,,Virginia Save Our Streams
1146,VSOS.F-15,F-15,,Rt 615 Bridge - dnst,38.45222,-77.62889,,NAD83,Fauquier County,51061,020801030604,,Virginia,FALSE,Deep Run-Rappahannock River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.577Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.577Z,,Virginia Save Our Streams
1147,VSOS.F-4,F-4,,Route 635 Fiery Run/ Hume Rd at Bridge,38.824692,-78.048267,,NAD83,Fauquier County,51061,020801030101,,Virginia,FALSE,Buck Run-Rappahannock River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.717Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.717Z,,Virginia Save Our Streams
1148,VSOS.Gld-6,Gld-6,,"1st riffle downstream of Willowbrook Rd. bridge off of Rt. 460 east of Bonsack, Va.",37.335865,-79.855113,,NAD83,Botetourt County,51023,,,Virginia,FALSE,,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.873Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:10.873Z,,Virginia Save Our Streams
1149,VSOS.Hooes Run-15-PL47-HR-TVS1,Hooes Run-15-PL47-HR-TVS1,,This site is accessed directly behind Castle Ct. in the Lake Ridge area. The site is down the  slope near a large boulder outcrop with graphics.,38.67618,-77.29475,,NAD83,Prince William County,51153,020700100802,,Virginia,FALSE,Occoquan Reservoir-Occoquan River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.077Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.077Z,,Virginia Save Our Streams
1150,VSOS.Indiana Creek-Corner Stone Church,Indiana Creek-Corner Stone Church,,"Use the Corner Stone Church yard located at 227 Old Kentucky Tpke, Cedar Bluff, VA 24609.  The riffle is to the left of the church if facing the water.  It runs entire length of stream.",37.089955,-81.761297,,NAD83,,,,,,FALSE,,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.123Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.123Z,,Virginia Save Our Streams
1151,VSOS.Jeffries Branch (GCA 26),Jeffries Branch (GCA 26),,"Ross Farm, beneath Mount Weather.  The driveway is off of Trappe Road (on the left) exactly 4 miles north of Rt. 50.",39.053361,-77.873444,,NAD83,Loudoun County,51107,020700080503,,Virginia,FALSE,Panther Skin Creek,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.28Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.28Z,,Virginia Save Our Streams
1152,VSOS.JRC,JRC,,off Goodview Road Rt 653 near Sycamore - approx. 100 ft down stream from cement bridge in field off road,37.205167,-79.71,,NAD83,Bedford County,51019,,,Virginia,FALSE,,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.357Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.357Z,,Virginia Save Our Streams
1153,VSOS.Laurel Fork Creek RR,Laurel Fork Creek RR,,Laurel Fork Creek At gate 1000 ft on Fishermans Rd. from interesection of Laurel Fork Rd. and Fishermans Rd,36.746756,-80.552676,,NAD83,,,,,,FALSE,,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.42Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.42Z,,Virginia Save Our Streams
1154,VSOS.LC11,LC11,,"Linville Creek, south of Broadway, VA.  Downstream of the residential bridge of 8297 Harpine Hwy.",38.56462,-78.83325,,NAD83,Rockingham County,51165,020700060302,,Virginia,FALSE,Linville Creek,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.53Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.53Z,,Virginia Save Our Streams
1155,VSOS.LC13,LC13,,"Linville Creek, south of Broadway, VA.  A the property of Eugene Lantz, 14264 South Sunset Drive, Broadway, VA.",38.596429,-78.816109,,NAD83,Rockingham County,51165,020700060302,,Virginia,FALSE,Linville Creek,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.623Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.623Z,,Virginia Save Our Streams
1156,VSOS.LC14,LC14,,"West Fork of Linville Creek in Linville, VA.  Before the confluence with Linville Creek at Edom UMC off Jesse Bennett Way",38.523456,-78.859686,,NAD83,Rockingham County,51165,020700060302,,Virginia,FALSE,Linville Creek,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.733Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.733Z,,Virginia Save Our Streams
1157,VSOS.M-12,M-12,,Rt 670 @ confluence with Rose River,38.473056,-78.314722,,NAD83,Madison County,51113,020801030901,,Virginia,FALSE,Rose River-Robinson River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.92Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:11.92Z,,Virginia Save Our Streams
1158,VSOS.M-14,M-14,,Near Peola Mills @ Rt 603 Bridge,38.53222,-78.23667,,NAD83,Madison County,51113,020801030401,,Virginia,FALSE,Hughes River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:12.107Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:12.107Z,,Virginia Save Our Streams
1159,VSOS.M-3,M-3,,"Rapidan River at Route 662 Bridge upst from Wolftown, 100' above bridge",38.37,-78.364722,,NAD83,Madison County,51113,020801030701,,Virginia,FALSE,Garth Run-Rapidan River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:12.357Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:12.357Z,,Virginia Save Our Streams
1160,VSOS.MILBOT1,MILBOT1,,"US 11, 1 mile south of I-81 exit 162.  Marshall property pasture entrance. Upstream riffle aside the small island in the stream.",37.495006,-79.767572,,NAD83,Botetourt County,51023,020802011403,,Virginia,FALSE,Mill Creek-Looney Creek,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:12.577Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:12.577Z,,Virginia Save Our Streams
1161,VSOS.NC-NW-623,NC-NW-623,,branch northwest of SR 623 Ferrum80 yds from bridge on 623,36.89228,-80.05911,,NAD83,,,,,,FALSE,,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:12.64Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:12.64Z,,Virginia Save Our Streams
1162,VSOS.Neabsco Creek-15-PL49-Nbsco-AndrewLeitch1,Neabsco Creek-15-PL49-Nbsco-AndrewLeitch1,,"Tributary of Neabsco Creek in Andrew Lietch Park.  Site is  close to the power line, in the restoration  area; down stream of bridge behind 13763 Raywood ct.",38.656944,-77.375,,NAD83,Prince William County,51153,020700100804,,Virginia,FALSE,Neabsco Creek,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:12.907Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:12.907Z,,Virginia Save Our Streams
1163,VSOS.Neabsco Creek-15-PL49-Nbsco-Clov1,Neabsco Creek-15-PL49-Nbsco-Clov1,,"In Cloverdale Park, close to the power line area downstream of the Neabsco bridge. Site is at the cut bank area of the meandering stream.",38.619748,-77.322033,,NAD83,Prince William County,51153,020700100804,,Virginia,FALSE,Neabsco Creek,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.107Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.107Z,,Virginia Save Our Streams
1164,VSOS.next to bridge at 582 cameilis dr,next to bridge at 582 cameilis dr,,NULL,37.406467,-79.924352,,NAD83,Botetourt County,51023,,,Virginia,FALSE,,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.28Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.28Z,,Virginia Save Our Streams
1165,VSOS.NFGOO4 - LWC7,NFGOO4 - LWC7,,500 yards upstream from Tranquilty Rd. bridge,39.118889,-77.7525,,NAD83,Loudoun County,51107,020700080602,,Virginia,FALSE,North Fork Goose Creek,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.39Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.39Z,,Virginia Save Our Streams
1166,VSOS.North Fork Goose Creek (GCA 27),North Fork Goose Creek (GCA 27),,Licky Mill Road near 18061 Tranqulity Farm (on Left). The site is at Licky Mill Road bridge crossing at Tranquility Road (at the bridge near where both roads cross). Just upstream of Otium Cellars & Goose Creek Farms & Winery. The riffle site is down stream from the bridge (the side of the bridge where the vineyard is).,39.11669,-77.75008,,NAD83,Loudoun County,51107,020700080602,,Virginia,FALSE,North Fork Goose Creek,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.467Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.467Z,,Virginia Save Our Streams
1167,VSOS.North Fork Goose Creek (GCA 28),North Fork Goose Creek (GCA 28),,"On Silcott Springs Road, past Paxton and Licky Mill to the bridge just past “Faith Farm� (on right). Parking is just before “Faith Farm� driveway on right (very small area to park and be careful of fast cars)",39.10928,-77.73692,,NAD83,Loudoun County,51107,020700080602,,Virginia,FALSE,North Fork Goose Creek,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.577Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.577Z,,Virginia Save Our Streams
1168,VSOS.North Fork Goose Creek (GCA 29),North Fork Goose Creek (GCA 29),,"Pass on right 19074 Meeting House Farm, go to the bridge at the bottom of the hill, corner of Telegraph Springs and Guinea Bridge Road. Walk back up the hill just a bit and look for the trail in the woods to get down to the creek.",39.09262,-77.71569,,NAD83,Loudoun County,51107,020700080602,,Virginia,FALSE,North Fork Goose Creek,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.67Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.67Z,,Virginia Save Our Streams
1169,VSOS.PHC05,PHC05,,At end of Chapel Rd in town of Clifton,38.7784,-77.3908,,NAD83,Fairfax County,51059,020700100705,,Virginia,FALSE,Lower Bull Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.813Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.813Z,,Virginia Save Our Streams
1170,VSOS.Quantico Creek-South Fork-15-PL52-QC1,Quantico Creek-South Fork-15-PL52-QC1,,This site is at the South Fork of the Quantico Creek. Site is located  to the left  of the trail down the steps from parking lot B.  About 40 feet upstream from the bridge.,38.56752,-77.36497,,NAD83,Prince William County,51153,020700110104,,Virginia,FALSE,Quantico Creek,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.937Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:13.937Z,,Virginia Save Our Streams
1171,VSOS.R-12,R-12,,30ft below Rt.729 bridge near gaging station,38.655555,-78.156667,,NAD83,Rappahannock County,51157,020801030301,,Virginia,FALSE,Piney River-Thornton River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.047Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.047Z,,Virginia Save Our Streams
1172,VSOS.R-13,R-13,,Rock Mills Rt 626 about 100' above bridge,38.653889,-78.131389,,NAD83,Rappahannock County,51157,020801030301,,Virginia,FALSE,Piney River-Thornton River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.14Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.14Z,,Virginia Save Our Streams
1173,VSOS.R-17,R-17,,dnst from 637 bridge,38.761667,-78.034167,,NAD83,Rappahannock County,51157,020801030102,,Virginia,FALSE,Jordan River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.25Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.25Z,,Virginia Save Our Streams
1174,VSOS.R-2,R-2,,Rt 644 at confluence with Hazel River,38.521944,-78.171667,,NAD83,Culpeper County,51047,020801030401,,Virginia,FALSE,Hughes River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.343Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.343Z,,Virginia Save Our Streams
1175,VSOS.R-3,R-3,,Rt 211/ 522 - DEQ Monitoring Site - RUS 005.66,38.71333,-78.15111,,NAD83,Rappahannock County,51157,020801030302,,Virginia,FALSE,Covington River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.453Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.453Z,,Virginia Save Our Streams
1176,VSOS.R-5,R-5,,Confluence with North Fork Thornton,38.65722,-78.21611,,NAD83,Rappahannock County,51157,020801030301,,Virginia,FALSE,Piney River-Thornton River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.547Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.547Z,,Virginia Save Our Streams
1177,VSOS.Road Creek,Road Creek,,North 100 from Hillsville 3.8 miles to Deer Ridge Road Travel .7 miles turn right rte. 753.  4.3 mile on right of road across from drivewayCreek follows rte. 753,36.83832,-80.664972,,NAD83,,,,,,FALSE,,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.607Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.607Z,,Virginia Save Our Streams
1178,VSOS.SC_US_1,SC_US_1,,This site is located across Route 40 from Wiley Dr on Ferrum College Campus.  The riffle is just above the confluence of Ferrum Mountain Creek upstream of the campus lake.,36.923539,-80.021241,,NAD83,,,,,,FALSE,,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.657Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.657Z,,Virginia Save Our Streams
1179,VSOS.sml9,sml9,,Our site is in the Beechwood West subdivision off Gap Bridge Rd. near Smith Mountain lake.,37.16817,-79.68545,,NAD83,Bedford County,51019,,,Virginia,FALSE,,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.75Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.75Z,,Virginia Save Our Streams
1180,VSOS.South River at Irish Creek,South River at Irish Creek,,South River just below Irish Creek.,37.812012,-79.316278,,NAD83,Rockbridge County,51163,020802020404,,Virginia,FALSE,Lower South River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.873Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.873Z,,Virginia Save Our Streams
1181,VSOS.Web Trib - Blackwater,Web Trib - Blackwater,,"2786 Bethany Road, Boones Mill with stream to left of the house and down the hill approximately 2 tenths mile",37.02818,-80.03177,,NAD83,,,,,,FALSE,,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.937Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:14.937Z,,Virginia Save Our Streams
1182,VSOS.11-RU24-Fou-FGC,11-RU24-Fou-FGC,,"4351 Webster Road, Glade Hill - 1200 ft across field behind house",37.0422,-79.7516,,NAD83,,,,,,FALSE,,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:15Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:15Z,,Virginia Save Our Streams
1183,VSOS.BULL01,BULL01,,About 1/4 mile upstream from where BR enters the Potomac River,38.96545,-77.2145,,NAD83,Fairfax County,51059,020700081005,,Virginia,FALSE,Nichols Run-Potomac River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:15.123Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:15.123Z,,Virginia Save Our Streams
1184,VSOS.Catharpin Run - Nancy Berlin,Catharpin Run - Nancy Berlin,,Along Catharpin Run where it intersects with Sudley Rd at the northern end of Manassas Battlefield parkland,38.842616,-77.538629,,NAD83,Prince William County,51153,020700100702,,Virginia,FALSE,Little Bull Run,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:15.233Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:15.233Z,,Virginia Save Our Streams
1185,VSOS.F-10,F-10,,"About 0.7 mi up 682 (Black Snake Ln) from int. w/ 802, upst from bridge",38.704167,-77.838056,,NAD83,Fauquier County,51061,020801030203,,Virginia,FALSE,Great Run-Rappahannock River,NULL,TRUE,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:15.39Z,ecd9d334-a882-43d2-9336-b14e53acdc11,2019-01-25T11:54:15.39Z,,Virginia Save Our Streams
